president_year,sentence,label,polarity
Estrada-1998,now.,neutral,0.0
Estrada-1998,"add anarchy peace order front, thing organized crime, thing systematic kidnapping.",neutral,0.0
Estrada-1998,result capital flight.,neutral,0.0
Estrada-1998,yet officials think attract foreign funds tax incentives potential kidnap victims.,negative,-0.0625
Estrada-1998,"sinumang bagong pangulo pangarap minimithing bansa lalunglalo akin, malaki inaasahan masang pilipino.",neutral,0.0
Estrada-1998,"ngunit gustuhin man maibigay inaasahan lalong madaling panahon, ibibigay wala tayong sapat pananalapi igugugol maiangat kabuhayan billion budget deficit consolidated public sector deficit could go high billion.",neutral,0.08
Estrada-1998,"collection taxes duties down, even tax exemptions incentives cut deep government revenues.",negative,-0.07777777777777779
Estrada-1998,government could borrow more.,neutral,0.5
Estrada-1998,raise interest rates worsen economic slowdown.,neutral,0.2
Estrada-1998,result less taxes fewer jobs.,negative,-0.16666666666666666
Estrada-1998,"high interest rates squeeze gnp two percent more, half million jobless.",neutral,0.16444444444444448
Estrada-1998,"pressure bangko sentral print money, inflation shoot up.",neutral,0.0
Estrada-1998,"kaliwat kanan, latay, napakahirap tumimbang, sadyang malala problema natin.",neutral,0.0
Estrada-1998,"gayunpaman, nasa ugat problema nakikita solusyon.",neutral,0.0
Estrada-1998,problems face magnitude require nothing less heroic concerted action.,neutral,0.2111111111111111
Estrada-1998,"must move upon single community, bound together common rules agree respect obey.",negative,-0.18571428571428572
Estrada-1998,"begin with, reduce cost governance, costs go higher higher corrupt act, wasteful project.",neutral,0.0
Estrada-1998,"bilyunbilyong piso nawawaldas proyektong maaksaya silbi, lalong malaki nawawalang parang bula patuloy kurakot.",neutral,0.0
Estrada-1998,"business pays taxes, mostly pockets bir agents customs examiners instead national treasury.",neutral,0.5
Estrada-1998,"alone, save much billion pork barrel.",neutral,0.2
Estrada-1998,.,neutral,0.0
Estrada-1998,"billion went centennial celebration, department social welfare beg million emergency food aid drought victims mindanao, get it.",neutral,0.03333333333333333
Estrada-1998,"world development report ranks philippine civil service among politicized world, politics deciding appointments janitor.",neutral,0.0
Estrada-1998,corruption index ranked philippines second corrupt country region.,negative,-0.25
Estrada-1998,debt service took percent national budget last year .,neutral,0.0
Estrada-1998,billion first semester alone.,neutral,0.25
Estrada-1998,"total external debt, including private sector, .",neutral,0.0
Estrada-1998,billion .,neutral,0.0
Estrada-1998,trillion pesos.,neutral,0.0
Estrada-1998,"nang akoy maupo pangulo, nagulat nang ipaalam umabot pala .",neutral,0.0
Estrada-1998,trillion kabuuang utang pampublikong sektor.,neutral,0.0
Estrada-1998,"bilyunbilyon usapan ngayon, kundi trilyuntrilyon na.",neutral,0.0
Estrada-1998,"know economic slowdown, deep asian crisis.",neutral,0.06666666666666667
Estrada-1998,know dont much work with.,neutral,0.2
Estrada-1998,previous leaders laid political economic reforms make enduring framework build.,neutral,0.011111111111111118
Estrada-1998,"race time, impatient public ask us reforms pay dividends common man well, begin now.",negative,-0.16666666666666666
Estrada-1998,"honesty, thrift, efficiency.",neutral,0.0
Estrada-1998,tama pagpapasasa.,neutral,0.0
Estrada-1998,tama nakawan.,neutral,0.0
Estrada-1998,tama aksaya.,neutral,0.0
Estrada-1998,tama palabas.,neutral,0.0
Estrada-1998,"magbanat mgabuto, tunay serbisyo siyang balangkas solusyon.",neutral,0.0
Estrada-1998,"taon, inaasahang bilyon, bilyon lamang, kailangang magsagawa kaukulang pagbabago pagtitipid pamahalaan upang lalo pang paliitin inaasahang kakulangan bilyon lamang.",neutral,0.0
Estrada-1998,"order achieve targets, resolutely pursue several major cutbacks expenditure programs.",neutral,0.03125
Estrada-1998,"first, instructed secretary budget continue withhold percent budget allocations, excluding salaries wages, various national agencies, including office president.",neutral,0.125
Estrada-1998,"second, continue withhold percent internal revenue allotment local government units .",neutral,0.0
Estrada-1998,"third, believe congress shares conviction abolish pork barrel face fiscal position.",neutral,0.0
Estrada-1998,kakaunti congressman pumapalakpak.,neutral,0.0
Estrada-1998,people ask less.,negative,-0.16666666666666666
Estrada-1998,"lastly, postpone implementation year various programs earmarked funding military camp sale proceeds, including afp modernization program.",negative,-0.03333333333333333
Estrada-1998,also move quickly dispose burden governmentowned corporations.,neutral,0.3333333333333333
Estrada-1998,urge congress prioritize bill privatizing napocor within first three months session.,neutral,0.25
Estrada-1998,"privatization government shares pasar, philphos, petron, fti, pnb, pnocedc, pncc, meralco, two governmentowned television stations commence year.",neutral,0.0
Estrada-1998,"department finance put place, within days, program spin restructure rest government corporations.",neutral,0.0
Estrada-1998,ngunit ospital pamahalaan natin ibebenta.,neutral,0.0
Estrada-1998,mananatiling susuportahan pamahalaan.,neutral,0.0
Estrada-1998,"dealings, contracts, negotiations done complete transparency integrity, every step way.",neutral,0.1
Estrada-1998,"indication anomaly, immediately cancel sale.",neutral,0.0
Estrada-1998,"uulitin ko, balita lang katiwalian, ipatitigil klase subasta.",neutral,0.0
Estrada-1998,sila.,neutral,0.0
Estrada-1998,ordered inventory government lands titled departments bureaus transfer national government.,neutral,0.0
Estrada-1998,want officials keep real estate business stick public service.,neutral,0.1
Estrada-1998,let us forget privatization mainly emergency response emergency situation.,neutral,0.16666666666666666
Estrada-1998,therefore intention initiate institutional reform entire budget process.,neutral,0.0
Estrada-1998,"administration completed first threeyear budget framework, national government soon propose congress budget accord.",neutral,0.25
Estrada-1998,"contrast current practice executive decides initial list programs projects, budget accord involve congress executive selection projects approved president.",neutral,0.0
Estrada-1998,"total expenditures cannot exceed predetermined, irrevocable ceilings threeyear period.",neutral,0.0
Estrada-1998,"panig po naman pananalapi, umaasa akong magtatagumpay action plan department finance upang epektibo pangongolekta buwis.",neutral,0.1
Estrada-1998,"action plan department finance start asset census, intended establish uptodate reliable database net worth taxpaying filipinos.",neutral,0.13333333333333333
Estrada-1998,push tax amnesty give peace mind delinquent taxpayers tax credits honest ones.,neutral,0.6
Estrada-1998,"tax amnesty, assure apply full force law tax evaders.",neutral,0.35
Estrada-1998,"tinitiyak inyo natin hahabulin tax evaders kundi siguradong mapaparusahan, man sila.",neutral,0.0
Estrada-1998,establish large taxpayers unit bir.,neutral,0.21428571428571427
Estrada-1998,suspend implementation certain boi exemptions granted companies laws executive orders expired .,neutral,0.21428571428571427
Estrada-1998,fiscal reforms forced upon us economic crisis continue serve us well even crisis over.,negative,-0.05000000000000002
Estrada-1998,take opportunity establish fiscal discipline spending habits government.,neutral,0.0
Estrada-1998,"although tolerate certain amount deficit year, try best possible pursue balanced budget national government coming years.",neutral,0.4047619047619047
Estrada-1998,consolidated deficit entire public sector limited percent countrys gnp.,negative,-0.023809523809523808
Estrada-1998,"makikinabang nating pamahalaan, kundi karaniwang mamamayan rin.",neutral,0.0
Estrada-1998,"larangan financial system, patuloy igagalang administrasyon kalayaan monetary board bangko sentral pilipinas.",neutral,0.0
Estrada-1998,subalit kailangang magdusa lubos kalakalan patuloy pagtaas interest rates.,neutral,0.0
Estrada-1998,"kakatigan pagbaba interest pagpapabilis daloy pananalapi, lalo maliliit negosyo.",neutral,0.0
Estrada-1998,"gayunpaman, titiyakin salapi government financial institution sosolohin iilang korporasyon.",neutral,0.0
Estrada-1998,"giant corporations powerful groups cornered huge chunk resources government banks, whose mandate principally help agriculture small medium enterprises.",neutral,0.11250000000000002
Estrada-1998,practice reversed.,neutral,0.0
Estrada-1998,sobra pagsasamantala.,neutral,0.0
Estrada-1998,billionaires pushed small borrowers lending windows charge much higher interest rates.,neutral,0.0
Estrada-1998,"time on, gfis truly, sincerely, service common peoples needs.",neutral,0.1
Estrada-1998,"ipinamalas kasalukuyang krisis peligro labis pagasa pondong nagmumula labas, kayat nating pagibayuhin nating pagiipon, nang tayong pampuhunan proyekto.",neutral,0.0
Estrada-1998,"dako naman agrikultura, lubhang napabayaan, kayat food security milyong pilipino nasa bingit alanganin.",neutral,0.0
Estrada-1998,"monopoly rice importation national food authority stabilized prices, broken cartels.",negative,-0.4
Estrada-1998,"two administrations declared sugar sunset industry, doomed die.",neutral,0.0
Estrada-1998,maybe.,neutral,0.0
Estrada-1998,"know that, sunset industry not, cannot leave three million families depend sugar dark, nothing eat sun goes down.",negative,-0.1527777777777778
Estrada-1998,marahil paglubog agrikultura dulot imprastruktura.,neutral,0.0
Estrada-1998,sapat daanan naguugnay bukid pamilihan.,neutral,0.0
Estrada-1998,nga ba magtatanim mo naman maibebenta inani condoning irrigation fees.,neutral,0.0
Estrada-1998,ibibigay natin libre patubig magsasaka.,neutral,0.0
Estrada-1998,"time, launch fullscale program based costeffective irrigation technologies.",neutral,0.0
Estrada-1998,"nating , kilometro bagong daan.",neutral,0.0
Estrada-1998,magkakahalaga billion.,neutral,0.0
Estrada-1998,"without graft corruption, money well spent.",negative,-0.1
Estrada-1998,could also jumpstart economy.,neutral,0.0
Estrada-1998,"naman kapaligiran, ipapairal natin ganap pagbabawal pagtotroso total log ban.",neutral,0.0
Estrada-1998,maglulunsad bagong programa muling pagtatanim puno.,neutral,0.0
Estrada-1998,like past massive reforestation another excuse massive corruption.,negative,-0.075
Estrada-1998,traffic tells us need roads need finish faster.,neutral,0.0
Estrada-1998,one reason delay roads projects issuance temporary restraining orders tros.,neutral,0.0
Estrada-1998,"interfere judiciary, urge supreme court remind judges lawyers oath delay man money.",neutral,0.0
Estrada-1998,garapal bentahan temporary restraining order.,neutral,0.0
Estrada-1998,"lakas mahihirap upang tulungan sarili, ngunit ngayon, gobyerno kapos pondo.",neutral,0.0
Estrada-1998,must strategize maximize.,neutral,0.0
Estrada-1998,"doleouts out, basic social services right.",neutral,0.10634920634920635
Estrada-1998,"means basic health care, basic nutrition, useful education want cannot afford it.",neutral,0.09999999999999999
Estrada-1998,speed program establish one science high school every province.,neutral,0.16
Estrada-1998,give education subsidies straight deserving students teachers without passing schools.,neutral,0.4
Estrada-1998,way choose study teach.,neutral,0.0
Estrada-1998,nangangailangan salapi.,neutral,0.0
Estrada-1998,"susunod hakbangin, natin tapang political will.",neutral,0.0
Estrada-1998,nilagdaan executive order lumilikha tinaguriang presidential task force organized crime.,neutral,0.0
Estrada-1998,"bunga nito, katakuttakot batikos ipinukol akin.",neutral,0.0
Estrada-1998,"tanong, sagot kontra ba krimen, lulmalaban krimen task force think needed hit crime, hit hard put out—decisively.",negative,-0.2916666666666667
Estrada-1998,"maybe better way, one shown this.",neutral,0.5
Estrada-1998,say wrong right effectively.,neutral,0.12857142857142856
Estrada-1998,sawa kanila.,neutral,0.0
Estrada-1998,"pati mamamayan, sawa rin.",neutral,0.0
Estrada-1998,sawa puro pamumulitika.,neutral,0.0
Estrada-1998,"sawa puro salita, ngunit wala namang nagagawa kundi laitin lumalaban krimen.",neutral,0.0
Estrada-1998,buo pasiya.,neutral,0.0
Estrada-1998,tuloy presidential task force criminals.,neutral,0.0
Estrada-1998,propose congress amends dangerous drug act eliminate possibility probation offenders.,negative,-0.6
Estrada-1998,even say sorry.,negative,-0.5
Estrada-1998,place drug dealer addict together jail.,negative,-0.1
Estrada-1998,shall propose another controversial measure.,neutral,0.55
Estrada-1998,want devolve greater administrative control philippine national police local government units.,neutral,0.25
Estrada-1998,sure get hit also.,neutral,0.5
Estrada-1998,perhaps constitutional question here.,neutral,0.0
Estrada-1998,"one thing sure, abusing power.",neutral,0.5
Estrada-1998,sharing power local executives national police.,neutral,0.0
Estrada-1998,pulis baon hirap nalalayo tukso mangabuso.,neutral,0.0
Estrada-1998,nagdududa gagampanan nang tapat alagad batas tungkulin gaano silang kahirap.,neutral,0.0
Estrada-1998,"ngunit natin pabibigatin kalagayan naniniwala sapat sahod alagad batas, higit magiging propesyonal pulisya.",neutral,0.0
Estrada-1998,"krimen, sagot natin kaparusahan.",neutral,0.0
Estrada-1998,"rebelyon, tugon natin negosasyon.",neutral,0.0
Estrada-1998,"nagsisialsa, tapat pagnanasa makamit pagbabago lipunan, handang makipagnegosasyon.",neutral,0.0
Estrada-1998,"subalit terorista, wala tayong panahon.",neutral,0.0
Estrada-1998,"kapatid nating muslim, hinihiling pagkakataon mabigyan katarungan napakaraming taon kapabayaan.",neutral,0.0
Estrada-1998,"tigilan natin dahas, pagibayuhin sandugong kapatiran.",neutral,0.0
Estrada-1998,samantalang karapatan kababaihan patuloy nating itataguyod.,neutral,0.0
Estrada-1998,"president, inherit problems responsibility finish predecessors started.",neutral,0.0
Estrada-1998,includes resolution illgotten wealth cases marcos era.,neutral,0.0
Estrada-1998,so.,neutral,0.0
Estrada-1998,talked settlements precluded continuing prosecution.,neutral,0.0
Estrada-1998,yet cases gone long enough.,negative,-0.025
Estrada-1998,"therefore, order presidential commission good government go forward illgotten wealth cases evidence taken long years collect.",neutral,0.32499999999999996
Estrada-1998,delays.,neutral,0.0
Estrada-1998,"one way another, want cases end one year, final judgments acceptable settlements.",neutral,0.0
Estrada-1998,"taon, siguro naman katibayan upang mabigyan katarungan sambayanang pilipino.",neutral,0.0
Estrada-1998,"maliwanag halimbawa justice delayed, justice denied.",neutral,0.0
Estrada-1998,dakong external security naman.,neutral,0.0
Estrada-1998,effective national defense requires modern weaponry better fighting men.,neutral,0.43333333333333335
Estrada-1998,"spend expensive hardware, let us right kind soldiers.",neutral,0.12857142857142856
Estrada-1998,weapons win wars men fight them.,neutral,0.8
Estrada-1998,"develop credible military deterrent, must depend goodwill neighbors, treaty commitments united states, skills diplomats conveying everyone want peace, stability, shared prosperity.",neutral,0.15000000000000002
Estrada-1998,said stand senator u.s. bases treaty disqualifies president endorsing visiting forces agreement united states.,neutral,0.0
Estrada-1998,"contrary, stood philippine sovereignty , president, moral right stand philippine security today.",neutral,0.14285714285714285
Estrada-1998,"bahagi naman pamamahala, itinatag pamahalaan upang paglingkuran mamamayan—at sarili.",neutral,0.0
Estrada-1998,tutuusin natin higit pang pamamahala—lalo upang itaguyod kapakanan maralita.,neutral,0.0
Estrada-1998,"ngayon, labislabis pamamahala, subalit naman serbisyong pampubliko.",neutral,0.0
Estrada-1998,pakikiusapan kongreso bigyan kapangyarihan reorganisahin gobyerno upang matipid masinop.,neutral,0.0
Estrada-1998,aim change officials rationalize government operations.,neutral,0.0
Estrada-1998,"small country, small government.",negative,-0.25
Estrada-1998,national also local level.,neutral,0.0
Estrada-1998,"naman electoral reforms, halalang mapayapa kailangan, kundi kampanyang lubhang magastos.",neutral,0.0
Estrada-1998,karapatan mamamayang bumoto natin tiyakin siguruhin natin boto mabibilang.,neutral,0.0
Estrada-1998,"upang makamit ito, bigyan komisyon halalan higit pang kapangyarihan upang harangin parusahan uri pandaraya.",neutral,0.0
Estrada-1998,hinihiling kongreso magpatibay batas upang gawing heinous crime electoral fraud.,neutral,0.0
Estrada-1998,matapos computerization program sumapit susunod eleksiyon.,neutral,0.0
Estrada-1998,natitiyak tayong magagawa ikabubuti pangangasiwa pamahalaan—ngunit maaring pang baguhin ilang alituntunin saligang batas.,neutral,0.0
Estrada-1998,darating pagbabago saligang batas.,neutral,0.0
Estrada-1998,kagalanggalang kinatawan sambayanang pilipino hayaan ninyong wakasan mensaheng pagsambit taimtim pagasa.,neutral,0.0
Estrada-1998,ngayong taon—sa kabila mabibigat suliranin—sumusulong rin ekonomiya.,neutral,0.0
Estrada-1998,"year, despite formidable odds, still expect economic growth.",neutral,0.2
Estrada-1998,gross national product targeted expand year percent.,neutral,0.0
Estrada-1998,"countries region registered negative gnp, continue positive growth—this, would say, credit predecessor, former president ramos.",negative,-0.024242424242424242
Estrada-1998,"believe keep inflation based prices single digits, around .",negative,-0.07142857142857142
Estrada-1998,percent.,neutral,0.0
Estrada-1998,"conclude, aim help country escape recession.",neutral,0.0
Estrada-1998,"solutions obvious, proposals commonplace, never adapted before.",neutral,0.0
Estrada-1998,"sum, spend wisely less.",negative,-0.16666666666666666
Estrada-1998,"austerity hard work generate means cover shortfalls past, smooth runway final takeoff.",negative,-0.03541666666666668
Estrada-1998,"perhaps then, six years passed, someone else take pilot.",neutral,0.0
Estrada-1998,"honored enough elected position highest responsibility, power, trust land.",neutral,0.0
Estrada-1998,"neither pretensions ambition, sincere desire serve, help least people.",neutral,0.1
Estrada-1998,"po akoy humihingi inyo kaunting pagunawa, kaunting panahon, kaunting pagtitiis alangalang bayan, higit nakakaraming mahihirap mamamayan.",neutral,0.0
Estrada-1998,"naniniwala nagawa natin tayoy nagkaisa, tayoy nagkasamasama, klaseng pagsubok malalampasan natin.",neutral,0.0
Estrada-1998,nandiyan hamon nandiyan tagumpay.,neutral,0.0
Estrada-1998,"maraming, maraming salamat po.",neutral,0.0
Estrada-2000,transcript third state nation address joseph ejercito estradato congress philippines toward new beginnings thank much.,neutral,0.11212121212121212
Estrada-2000,honorable vice president gloria macapagalarroyo honorable senate president franklin drilon honorable house speaker manuel villar jr. honorable supreme court chief justice hilario davide jr. former president fidel v. ramos excellencies diplomatic corps led dean diplomatic corps archbishop antonio franco armed forces chief staff general angelo t. reyes commanding generals armed forces major services honorable members congress honorable members cabinet honorable local executives distinguished guests coworkers government first lady dra.,neutral,0.07250000000000001
Estrada-2000,loi minamahal kababayan first opening session congress first state nation address held third millennium century.,neutral,0.16666666666666666
Estrada-2000,obviously auspicious occasion new beginnings.,neutral,0.06818181818181818
Estrada-2000,"new beginning mindanao, new beginning economy, new beginning integrity government, new beginning country.",neutral,0.13636363636363635
Estrada-2000,also new beginning presidency.,neutral,0.13636363636363635
Estrada-2000,"begin with, write new history mindanao.",neutral,0.13636363636363635
Estrada-2000,"rectify centuries historical wrongs committed successive colonial powers, decades inequity committed successive philippine governments.",neutral,0.0
Estrada-2000,mindanao traditionally called land promise.,neutral,0.0
Estrada-2000,romantic name always oneway affair.,neutral,0.0
Estrada-2000,rest country always expected mindanao fulfill promises them.,negative,-0.1
Estrada-2000,time rest country fulfill promises mindanao.,neutral,0.0
Estrada-2000,convert mindanao land fulfillment.,neutral,0.0
Estrada-2000,let us forget mindanao integral organic part philippines.,neutral,0.0
Estrada-2000,past four half centuries.,negative,-0.20833333333333331
Estrada-2000,"today, forever.",neutral,0.0
Estrada-2000,government neutralize attempt moro islamic liberation front amputate southern parts country away organic whole convert independent muslim state.,neutral,0.06666666666666667
Estrada-2000,"winning war territorial encroachment simply previous administration refused fight, pretending wasnt happening.",neutral,0.16666666666666669
Estrada-2000,"fact, milf already occupied hoisted flag large territories mindanao—in least camps—under nose preceding administration, either naive enough tolerate timid stop them.",negative,-0.09642857142857142
Estrada-2000,"contrast, government decisive enough expel them.",neutral,0.0
Estrada-2000,"president, could stand rebels ate countrys territory elected govern.",neutral,0.0
Estrada-2000,"took office, swore preserve defend constitution.",neutral,0.0
Estrada-2000,solemn duty constitution repel armed rebellion defend sovereignty integrity republic.,neutral,0.0
Estrada-2000,"milf could talked position, whether territorial ideological.",neutral,0.0
Estrada-2000,said goal secession nonnegotiable.,neutral,0.0
Estrada-2000,"well, neither sovereignty integrity republic.",neutral,0.0
Estrada-2000,one challenge proposition force arms get away it.,neutral,0.0
Estrada-2000,would quieter conflict could resolved exchange words rather exchange fire.,neutral,0.0
Estrada-2000,"whenever words tried past, name socalled peace reality appeasement, rebels simply used peace talks opportunity arms buildup, troop recruitment training, deployment, territorial consolidation, enlarging threat republic.",negative,-0.125
Estrada-2000,would larger space tolerance pushed cause open marketplace ideas.,neutral,0.0
Estrada-2000,"instead, built army used firepower force separatist aims unwilling people.",neutral,0.0
Estrada-2000,"true form, milf took advantage ceasefire commit least violations.",neutral,0.024999999999999994
Estrada-2000,"include kidnapping father luciano benedetti september occupying setting fire municipal hall talayan, maguindanao takeover kauswagan municipal hall bombing lady mediatrix boat ozamiz city takeover narciso ramos highway.",neutral,0.0
Estrada-2000,"so, inflicted severe damage countrys image abroad, scared muchneeded investments away.",neutral,0.0
Estrada-2000,numerous camps maintained boy scout camps.,neutral,0.0
Estrada-2000,staging areas launching pads expanding milf rebellion further.,neutral,0.0
Estrada-2000,military camps command control government republic philippines.,negative,-0.1
Estrada-2000,owed allegiance elsewhere.,neutral,0.0
Estrada-2000,"given these, plus unabated murders, terrorism, abuses, extortion, bombings, illegal control buildings public highways, atrocities committed rebels pursuit secessionist aims, government faced two choices.",negative,-0.25
Estrada-2000,"one play sucker, keep talkng let problems grow republic real mortal danger.",negative,-0.04999999999999999
Estrada-2000,meet force force.,neutral,0.0
Estrada-2000,armed rebellion demanded armed response.,neutral,0.0
Estrada-2000,sittingduck strategy never known work well  duck.,neutral,0.0
Estrada-2000,"order ensure permanent peace future, demolish rebels apparatus making war.",neutral,0.0
Estrada-2000,"moreover, abstention military action would meant political abdication.",neutral,0.0
Estrada-2000,"effect, choose military option.",negative,-0.1
Estrada-2000,forced upon us.,negative,-0.30000000000000004
Estrada-2000,used it.,neutral,0.0
Estrada-2000,succeeded.,neutral,0.0
Estrada-2000,retaking territories symbolic victory substantive one.,neutral,0.0
Estrada-2000,"upheld constitutional principle philippines one state, one republic, one government, one military answerable one civilian commander chief, one constitution one flag, one undivided territory.",negative,-0.1
Estrada-2000,now.,neutral,0.0
Estrada-2000,forever.,neutral,0.0
Estrada-2000,buong bansa nagpupugay kagitingan opisyal kawani sandatahang lakas pilipinas pamumuno kalihim department national defense chief staff armed forces philippines.,neutral,0.0
Estrada-2000,"kasama field commanders, tinupad buong katapatan katapangan tungkulin pagsakop kampo milf.",neutral,0.0
Estrada-2000,"let whole country salute filipino soldiers valiantly bravely fought rebels defense sovereignty, integrity, honor republic philippines.",neutral,0.5
Estrada-2000,"let whole country pay tribute, particular, gave lives injured fighting preserve unity motherland.",neutral,0.18333333333333335
Estrada-2000,nakadagdag hanay bagong bayani.,neutral,0.0
Estrada-2000,"ngunit buong lipunan nakikiramay mahal buhay nasawi, hanay dalawang puwersa, sibilyan man sundalo.",neutral,0.0
Estrada-2000,nakikidalamhati nasaktan napinsala kaguluhang ito.,neutral,0.0
Estrada-2000,"war, time win peace.",neutral,0.8
Estrada-2000,"toward end, government adopted fourpoint strategy approaching mindanao question hereon.",neutral,0.0
Estrada-2000,invite milf brotherly embrace peace.,neutral,0.0
Estrada-2000,let us walk away battlefield conference room.,neutral,0.0
Estrada-2000,must good faith.,neutral,0.7
Estrada-2000,"must talk peace us, talk preparing war.",neutral,0.0
Estrada-2000,must accept conditions.,neutral,0.0
Estrada-2000,"must drop secession, drop criminal activities, drop arms.",negative,-0.4
Estrada-2000,requests demands.,neutral,0.0
Estrada-2000,proposals premises.,neutral,0.0
Estrada-2000,"talk when, where, how, whether not.",neutral,0.0
