full_nameyears,sentence,label,sentiment_label,sentiment_score
Arroyo-2008,"administration enacted solid waste management act, wildlife act, protection plant varieties, clean water act, biofuels act, various laws declaring protected areas.",,,
Arroyo-2008,"reforestation, next year budgeted billion.",,,
Arroyo-2008,"forests enhance beauty land, mitigate climate change, key factor increasing frequency intensity typhoons costing country .",,,
Arroyo-2008,gdp.,,,
Arroyo-2008,set marine fish sanctuaries since .,,,
Arroyo-2008,"whale shark sanctuary donsol , alan amanse, college undergraduate father two, earning day fishing driving tricycle.",,,
Arroyo-2008,"whale sharkwatching officer, earns , day, times former income.",,,
Arroyo-2008,"clean water, important health, million year .",,,
Arroyo-2008,billion next year.,,,
Arroyo-2008,"one sanitary landfill , , another works.",,,
Arroyo-2008,launched zero basura olympics clear communities trash.,,,
Arroyo-2008,"rather money, needed citizen keep home workplace clean, garbage officials stop squabbling.",,,
Arroyo-2008,investments also include essential ways strengthen institutions governance order fight decadesold scourge corruption.,,,
Arroyo-2008,continue fight battle every single day.,,,
Arroyo-2008,"others happy headlines accusation without evidence privilege speeches without accountability, allocated billion—the largest antigraft fund history—for real evidence gathering vigorous prosecution.",,,
Arroyo-2008,"dismal past record, ombudsmans conviction rate increased .",,,
Arroyo-2008,"lifestyle checks, never seriously implemented time, led dismissal andor criminal prosecution dozens corrupt officials.",,,
Arroyo-2008,"recently met millennium challenge corporation, u.s. agency provides grants countries based governance.",,,
Arroyo-2008,"commended gains, contributed billion fight graft, declared us eligible grants.",,,
Arroyo-2008,thank you!,,,
Arroyo-2008,"last september, created procurement transparency group dbm linked business, academe, church, deter catch anomalies government contracts.",,,
Arroyo-2008,"instruction, bir customs established similar governmentcivil society tieups information gathering tax evasion smuggling monitoring.",,,
Arroyo-2008,advanced corruption practices require commensurate advances legislative responses.,,,
Arroyo-2008,"colleagues congress, need stringent antigraft act.",,,
Arroyo-2008,"sa pagmahal ng bilihin, hirap na ang mamimili—tapos, dadayain pa. dapat itong mahinto.",,,
Arroyo-2008,"hinihiling ko sa kongreso na magpasa ng consumer bill rights laban sa price gouging, false advertising, iba pang gawain kontra sa mamimili.",,,
Arroyo-2008,call government workers national local levels responsive accountable people.,,,
Arroyo-2008,panahon ito ng pagsubok.,,,
Arroyo-2008,"kung saan kayang tumulong dapat tumulong ang pamahalaan, must helping hand.",,,
Arroyo-2008,"government contribute nothing useful, stay away.",,,
Arroyo-2008,"lets helpful, courteous, quick.",,,
Arroyo-2008,kaakibat ng ating mga adhikain ang tuloy na pagkalinga sa kapakanan ng bawat pilipino.,,,
Arroyo-2008,"iisa ang ating pangarap—maunlad mapayapang lipunan, kung saan ang magandang kinabukasan ay hindi pangarap lamang, bagkus natutupad.",,,
Arroyo-2008,samasama tayo sa tungkuling ito.,,,
Arroyo-2008,"may papel na gagampanan ang bawat mamamayan, negosyante, pinunong bayan, simbahan, sampu ng mga nasa lalawigan.",,,
Arroyo-2008,three branches one government.,,,
Arroyo-2008,"disagreements hopes, ambitions drive divide us, personal, ethnic, religious, cultural.",,,
Arroyo-2008,one nation one fate.,,,
Arroyo-2008,"president, care much nation let anyone stand way peoples wellbeing.",,,
Arroyo-2008,hindi ko papayagang humadlang ang sinuman sa pagunlad pagsagana ng taong bayan.,,,
Arroyo-2008,let one—and ones political plans—threaten nations survival.,,,
Arroyo-2008,country people never failed us.,,,
Arroyo-2008,must now.,,,
Arroyo-2008,maraming salamat.,,,
Arroyo-2008,magandang gabi sa inyong lahat.,,,
Arroyo-2008, ninth state nation address excellency gloria macapagalarroyo president philippines opening regular session congress thank you.,,,
Arroyo-2008,"ladies gentlemen, good afternoon.",,,
Arroyo-2008,"begin report nation, please join first moment prayer president aquino.",,,
